relative_sec,EEG1,EEG2,EEG3,EEG4
2.035,-1283.127886,-1324.747362,-1070.026516,-1143.373434
2.04,-1283.640252,-1322.768955,-1085.124492,-1180.783653
2.045,-1276.964531,-1330.342253,-1079.537082,-1175.237382
2.05,-1267.109894,-1327.552287,-1072.603307,-1171.684477
2.055,-1288.307647,-1330.619005,-1079.013496,-1164.769402
2.06,-1280.420198,-1358.589717,-1067.475904,-1149.185239
2.065,-1279.058874,-1329.549394,-1077.891526,-1174.822253
2.07,-1270.924592,-1321.119659,-1081.313534,-1171.92383
2.075,-1266.391833,-1309.413772,-1063.089002,-1169.31712
2.08,-1270.573041,-1313.348147,-1063.661206,-1155.008263
2.085,-1265.991664,-1309.802722,-1054.831303,-1176.542607
2.09,-1274.129686,-1323.389779,-1072.719244,-1174.332326
2.095,-1282.95959,-1323.400998,-1085.879952,-1152.670825
2.1,-1286.841606,-1317.469517,-1070.804415,-1173.864838
2.105,-1268.246824,-1326.677151,-1071.75435,-1170.154858
2.11,-1290.114019,-1324.201337,-1079.293988,-1179.661683
2.115,-1283.864646,-1317.634073,-1066.795243,-1175.824546
2.12,-1285.472803,-1325.263468,-1079.312688,-1169.859406
2.125,-1296.729902,-1332.193503,-1088.411864,-1176.194796
2.13,-1285.57378,-1331.034134,-1091.774034,-1167.634165
2.135,-1293.180737,-1335.428517,-1085.083353,-1171.684477
2.14,-1297.066493,-1331.423084,-1079.58944,-1160.924785
2.145,-1289.549294,-1337.066593,-1089.114966,-1182.103838
2.15,-1288.169271,-1323.629132,-1090.012542,-1176.366832
